Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Password_TestSuite,Chrome 148.0.7778.179,,,26-05-2026 15:45:47,26-05-2026 15:46:38,50.904s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user can update password using forget password feature,Chrome 148.0.7778.179,,,26-05-2026 15:45:47,26-05-2026 15:45:49,2.213s,PASSED
return null,Chrome 148.0.7778.179,,,26-05-2026 15:45:47,26-05-2026 15:45:47,0.002s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:45:49,26-05-2026 15:45:49,0.002s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot input invalid password length,Chrome 148.0.7778.179,,,26-05-2026 15:45:49,26-05-2026 15:46:02,12.711s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:45:50,26-05-2026 15:45:53,3.744s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:45:53,26-05-2026 15:45:54,0.347s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:45:54,26-05-2026 15:45:54,0.649s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Forgot passwords""))",Chrome 148.0.7778.179,,,26-05-2026 15:45:54,26-05-2026 15:45:55,0.733s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Email""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 15:45:55,26-05-2026 15:45:56,0.872s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Send validation code to email""), STOP_ON_FAILURE)",Chrome 148.0.7778.179,,,26-05-2026 15:45:56,26-05-2026 15:45:56,0.554s,PASSED
"waitForElementVisible(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), 10)",Chrome 148.0.7778.179,,,26-05-2026 15:45:56,26-05-2026 15:45:57,0.739s,PASSED
"verifyElementText(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), ""Validation code sent successfully!"")",Chrome 148.0.7778.179,,,26-05-2026 15:45:57,26-05-2026 15:45:57,0.265s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Validation Code""), ""123456"")",Chrome 148.0.7778.179,,,26-05-2026 15:45:57,26-05-2026 15:45:58,0.571s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_New Password""), ""123"")",Chrome 148.0.7778.179,,,26-05-2026 15:45:58,26-05-2026 15:45:59,0.802s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Reset Password""))",Chrome 148.0.7778.179,,,26-05-2026 15:45:59,26-05-2026 15:45:59,0.504s,PASSED
"verifyTextPresent(""Password length is 6-20 digits"", false)",Chrome 148.0.7778.179,,,26-05-2026 15:45:59,26-05-2026 15:46:00,0.481s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 15:46:00,26-05-2026 15:46:00,0.296s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:46:02,26-05-2026 15:46:02,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot reset password using invalid validation code,Chrome 148.0.7778.179,,,26-05-2026 15:46:02,26-05-2026 15:46:15,13.222s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:46:02,26-05-2026 15:46:07,4.652s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:46:07,26-05-2026 15:46:07,0.259s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:46:07,26-05-2026 15:46:07,0.301s,PASSED
