Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HomePage_TestSuite,Chrome 149.0.7827.103,,,13-07-2026 15:25:13,13-07-2026 15:27:24,2m - 11.182s,PASSED
,,,,,,,
Test Cases/WEB/Home Page/Home - Ensure Menu Login with data akun and password not valid,Chrome 149.0.7827.103,,,13-07-2026 15:25:13,13-07-2026 15:25:31,17.739s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,13-07-2026 15:25:14,13-07-2026 15:25:19,5.031s,PASSED
"setViewPortSize(1920, 1080)",Chrome 149.0.7827.103,,,13-07-2026 15:25:19,13-07-2026 15:25:19,0.207s,PASSED
enableSmartWait(),Chrome 149.0.7827.103,,,13-07-2026 15:25:19,13-07-2026 15:25:19,0.041s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,13-07-2026 15:25:19,13-07-2026 15:25:22,2.539s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 149.0.7827.103,,,13-07-2026 15:25:22,13-07-2026 15:25:22,0.138s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,13-07-2026 15:25:22,13-07-2026 15:25:22,0.173s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Chrome 149.0.7827.103,,,13-07-2026 15:25:22,13-07-2026 15:25:23,0.883s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Chrome 149.0.7827.103,,,13-07-2026 15:25:23,13-07-2026 15:25:23,0.291s,PASSED
"waitForElementClickable(findTestObject(""WEB/Registration/icon-acount""), 30)",Chrome 149.0.7827.103,,,13-07-2026 15:25:23,13-07-2026 15:25:24,0.348s,PASSED
"enhancedClick(findTestObject(""WEB/Registration/icon-acount""))",Chrome 149.0.7827.103,,,13-07-2026 15:25:24,13-07-2026 15:25:24,0.350s,PASSED
