Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Password_TestSuite,Chrome 148.0.7778.179,,,26-05-2026 15:40:57,26-05-2026 15:41:46,49.184s,FAILED
,,,,,,,
Test Cases/WEB/Password/Ensure user can update password using forget password feature,Chrome 148.0.7778.179,,,26-05-2026 15:40:57,26-05-2026 15:40:59,2.265s,PASSED
return null,Chrome 148.0.7778.179,,,26-05-2026 15:40:57,26-05-2026 15:40:57,0.002s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:40:59,26-05-2026 15:40:59,0.002s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot input invalid password length,Chrome 148.0.7778.179,,,26-05-2026 15:40:59,26-05-2026 15:41:12,13.384s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:40:59,26-05-2026 15:41:03,4.286s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:03,26-05-2026 15:41:04,0.402s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:04,26-05-2026 15:41:04,0.688s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Forgot passwords""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:04,26-05-2026 15:41:05,0.764s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Email""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:05,26-05-2026 15:41:06,0.857s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Send validation code to email""), STOP_ON_FAILURE)",Chrome 148.0.7778.179,,,26-05-2026 15:41:06,26-05-2026 15:41:07,0.557s,PASSED
"waitForElementVisible(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), 10)",Chrome 148.0.7778.179,,,26-05-2026 15:41:07,26-05-2026 15:41:07,0.736s,PASSED
"verifyElementText(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), ""Validation code sent successfully!"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:07,26-05-2026 15:41:08,0.258s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Validation Code""), ""123456"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:08,26-05-2026 15:41:08,0.594s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_New Password""), ""123"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:08,26-05-2026 15:41:09,0.808s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Reset Password""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:09,26-05-2026 15:41:10,0.513s,PASSED
"verifyTextPresent(""Password length is 6-20 digits"", false)",Chrome 148.0.7778.179,,,26-05-2026 15:41:10,26-05-2026 15:41:10,0.503s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 15:41:10,26-05-2026 15:41:10,0.280s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:41:12,26-05-2026 15:41:12,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot reset password using invalid validation code,Chrome 148.0.7778.179,,,26-05-2026 15:41:12,26-05-2026 15:41:24,11.730s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:41:12,26-05-2026 15:41:15,2.961s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:15,26-05-2026 15:41:16,0.279s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:16,26-05-2026 15:41:16,0.395s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Forgot passwords""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:16,26-05-2026 15:41:17,0.756s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Email""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:17,26-05-2026 15:41:18,0.849s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Send validation code to email""), STOP_ON_FAILURE)",Chrome 148.0.7778.179,,,26-05-2026 15:41:18,26-05-2026 15:41:18,0.535s,PASSED
"waitForElementVisible(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), 10)",Chrome 148.0.7778.179,,,26-05-2026 15:41:18,26-05-2026 15:41:19,0.767s,PASSED
"verifyElementText(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), ""Validation code sent successfully!"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:19,26-05-2026 15:41:19,0.261s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Validation Code""), ""123456"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:19,26-05-2026 15:41:20,0.566s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_New Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:20,26-05-2026 15:41:21,0.800s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Reset Password""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:21,26-05-2026 15:41:21,0.500s,PASSED
"verifyTextPresent(""Invalid code"", false)",Chrome 148.0.7778.179,,,26-05-2026 15:41:21,26-05-2026 15:41:22,0.674s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 15:41:22,26-05-2026 15:41:22,0.252s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:41:24,26-05-2026 15:41:24,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user Empty Email Field on Forgot Password,Chrome 148.0.7778.179,,,26-05-2026 15:41:24,26-05-2026 15:41:35,10.657s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:41:24,26-05-2026 15:41:27,2.938s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:27,26-05-2026 15:41:27,0.265s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:27,26-05-2026 15:41:28,0.365s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Forgot passwords""))",Chrome 148.0.7778.179,,,26-05-2026 15:41:28,26-05-2026 15:41:28,0.746s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Email""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 15:41:28,26-05-2026 15:41:29,0.845s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Send validation code to email""), STOP_ON_FAILURE)",Chrome 148.0.7778.179,,,26-05-2026 15:41:29,26-05-2026 15:41:30,0.530s,PASSED
"waitForElementVisible(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), 10)",Chrome 148.0.7778.179,,,26-05-2026 15:41:30,26-05-2026 15:41:31,0.767s,PASSED
