Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Password_TestSuite,Chrome 148.0.7778.179,,,29-05-2026 11:14:00,29-05-2026 11:15:21,1m - 20.871s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot input invalid password length,Chrome 148.0.7778.179,,,29-05-2026 11:14:00,29-05-2026 11:14:25,25.373s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,29-05-2026 11:14:02,29-05-2026 11:14:09,7.504s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,29-05-2026 11:14:09,29-05-2026 11:14:13,3.500s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,29-05-2026 11:14:13,29-05-2026 11:14:13,0.935s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Forgot passwords""))",Chrome 148.0.7778.179,,,29-05-2026 11:14:13,29-05-2026 11:14:15,1.148s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Email""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,29-05-2026 11:14:15,29-05-2026 11:14:16,1.424s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Send validation code to email""), STOP_ON_FAILURE)",Chrome 148.0.7778.179,,,29-05-2026 11:14:16,29-05-2026 11:14:17,0.774s,PASSED
"waitForElementVisible(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), 10)",Chrome 148.0.7778.179,,,29-05-2026 11:14:17,29-05-2026 11:14:18,1.241s,PASSED
"verifyElementText(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), ""Validation code sent successfully!"")",Chrome 148.0.7778.179,,,29-05-2026 11:14:18,29-05-2026 11:14:18,0.397s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Validation Code""), ""123456"")",Chrome 148.0.7778.179,,,29-05-2026 11:14:18,29-05-2026 11:14:20,1.138s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_New Password""), ""123"")",Chrome 148.0.7778.179,,,29-05-2026 11:14:20,29-05-2026 11:14:21,1.262s,PASSED
