Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Password_TestSuite,Firefox 151.0.1,,,02-06-2026 09:04:47,02-06-2026 09:06:30,1m - 43.002s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot input invalid password length,Firefox 151.0.1,,,02-06-2026 09:04:47,02-06-2026 09:05:19,31.978s,PASSED
openBrowser(URL),Firefox 151.0.1,,,02-06-2026 09:04:49,02-06-2026 09:05:04,15.329s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Firefox 151.0.1,,,02-06-2026 09:05:04,02-06-2026 09:05:07,2.963s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Firefox 151.0.1,,,02-06-2026 09:05:07,02-06-2026 09:05:08,0.738s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Forgot passwords""))",Firefox 151.0.1,,,02-06-2026 09:05:08,02-06-2026 09:05:09,1.168s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Email""), ""agungpriyadi"")",Firefox 151.0.1,,,02-06-2026 09:05:09,02-06-2026 09:05:10,1.143s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Send validation code to email""), STOP_ON_FAILURE)",Firefox 151.0.1,,,02-06-2026 09:05:10,02-06-2026 09:05:11,0.662s,PASSED
"waitForElementVisible(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), 10)",Firefox 151.0.1,,,02-06-2026 09:05:11,02-06-2026 09:05:11,0.785s,PASSED
"verifyElementText(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), ""Validation code sent successfully!"")",Firefox 151.0.1,,,02-06-2026 09:05:11,02-06-2026 09:05:12,0.365s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Validation Code""), ""123456"")",Firefox 151.0.1,,,02-06-2026 09:05:12,02-06-2026 09:05:13,0.778s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_New Password""), ""123"")",Firefox 151.0.1,,,02-06-2026 09:05:13,02-06-2026 09:05:14,1.277s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Reset Password""))",Firefox 151.0.1,,,02-06-2026 09:05:14,02-06-2026 09:05:15,0.679s,PASSED
"verifyTextPresent(""Password length is 6-20 digits"", false)",Firefox 151.0.1,,,02-06-2026 09:05:15,02-06-2026 09:05:16,0.997s,PASSED
takeScreenshot(),Firefox 151.0.1,,,02-06-2026 09:05:16,02-06-2026 09:05:16,0.564s,PASSED
Start listener action : afterTestCase,Firefox 151.0.1,,,02-06-2026 09:05:16,02-06-2026 09:05:17,0.932s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot reset password using invalid validation code,Firefox 151.0.1,,,02-06-2026 09:05:19,02-06-2026 09:05:48,28.833s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,02-06-2026 09:05:20,02-06-2026 09:05:25,5.101s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,02-06-2026 09:05:25,02-06-2026 09:05:26,0.590s,PASSED
enableSmartWait(),Firefox 151.0.1,,,02-06-2026 09:05:26,02-06-2026 09:05:26,0.050s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,02-06-2026 09:05:26,02-06-2026 09:05:29,2.783s,PASSED
waitForPageLoad(10),Firefox 151.0.1,,,02-06-2026 09:05:29,02-06-2026 09:05:29,0.592s,PASSED
"waitForElementVisible(findTestObject(""Home Page/header_digibox""), 15)",Firefox 151.0.1,,,02-06-2026 09:05:29,02-06-2026 09:05:30,0.540s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Firefox 151.0.1,,,02-06-2026 09:05:30,02-06-2026 09:05:30,0.413s,PASSED
